doc_id,file_path,title,source_url,retrieved_at,document_version,license_or_permission
library-loan-student,data/thu-vien/library-loan-student.md,Chính sách mượn trả tài liệu Thư viện UIT — Sinh viên,https://thuvien.uit.edu.vn/page/chinh-sach-muon-tra-tai-lieu,2026-09-19,not-stated,permission-not-verified
library-loan-faculty,data/thu-vien/library-loan-faculty.md,Chính sách mượn trả tài liệu Thư viện UIT — Giảng viên & Cán bộ,https://thuvien.uit.edu.vn/page/chinh-sach-muon-tra-tai-lieu,2026-09-19,not-stated,permission-not-verified
